image,xmin,ymin,xmax,ymax,label
20200612_103945.jpg,2359.251799,876.4217252,2762.589928,1163.501597,infected
20200612_103945.jpg,2652.086331,1213.188498,2983.597122,2654.108626,infected
20200612_103945.jpg,3353.784173,2322.86262,3746.071942,3112.332268,infected
20200612_104017.jpg,1248.690647,1776.306709,1801.208633,2024.741214,infected
20200612_104017.jpg,3298.532374,1130.376997,3773.697842,1411.936102,infected
20200612_104002.jpg,1038.733813,2146.198083,1309.467626,2355.98722,infected
20200612_104002.jpg,1944.863309,0,2154.820144,258.0958466,infected
20200612_104002.jpg,3077.52518,423.7188498,3392.460432,760.485623,infected
20200612_104002.jpg,3491.913669,1743.182109,3917.352518,2129.635783,infected
20200612_104002.jpg,2171.395683,766.0063898,2353.726619,926.1086262,infected
20200612_104002.jpg,1386.820144,462.3642173,1729.381295,688.715655,infected
20200612_104019.jpg,325.9856115,1881.201278,889.5539568,2229.009585,infected
20200612_104019.jpg,2867.568345,997.8785942,3585.841727,1329.124601,infected
20200612_104026(0).jpg,497.2661871,1588.600639,839.8273381,1864.638978,infected
20200612_104026(0).jpg,2320.57554,1329.124601,2613.410072,1649.329073,infected
20200612_104026(0).jpg,2696.28777,2449.840256,3121.726619,2941.188498,infected
20200612_104026(0).jpg,3359.309353,1472.664537,3817.899281,1919.846645,infected
20200612_104024.jpg,2199.021583,1329.124601,2547.107914,1660.370607,infected
20200612_104024.jpg,187.8561151,1665.891374,552.5179856,1870.159744,infected
20200612_104024.jpg,2746.014388,2505.047923,3110.676259,2946.709265,infected
20200612_104022.jpg,3420.086331,1042.044728,3740.546763,1202.146965,infected
20200612_104022.jpg,4331.741007,567.2587859,4608,749.4440895,infected
20200612_104022.jpg,4116.258993,782.5686901,4596.94964,1102.773163,infected
20200612_104025.jpg,2193.496403,1323.603834,2519.482014,1687.974441,infected
20200612_104025.jpg,281.7841727,1682.453674,618.8201439,1919.846645,infected
20200612_104025.jpg,2740.489209,2505.047923,3105.151079,2924.626198,infected
20200612_104025.jpg,3353.784173,1516.830671,3801.323741,1919.846645,infected
20200612_104026.jpg,2315.05036,1389.853035,2652.086331,1704.536741,infected
20200612_104026.jpg,480.6906475,1638.28754,795.6258993,1925.367412,infected
20200612_104026.jpg,2806.791367,2532.651757,3149.352518,2941.188498,infected
20200612_104026.jpg,3353.784173,1555.476038,3840,1947.450479,infected
20200612_104039.jpg,2005.640288,594.8626198,2121.669065,1141.41853,infected
20200612_104039.jpg,2210.071942,1235.271565,2326.100719,1356.728435,infected
20200612_104039.jpg,2519.482014,1825.99361,3359.309353,3156.498403,infected
20200612_104039.jpg,3160.402878,1461.623003,3486.388489,1781.827476,infected
20200612_104040.jpg,1663.079137,489.9680511,1790.158273,1031.003195,infected
20200612_104040.jpg,1889.611511,1191.105431,2033.266187,1373.290735,infected
20200612_104040.jpg,2027.741007,1964.01278,2309.52518,2792.127796,infected
20200612_104040.jpg,2911.769784,1522.351438,3154.877698,1825.99361,infected
20200612_104040.jpg,2690.76259,1787.348243,2828.892086,2008.178914,infected
20200612_104040.jpg,2436.604317,2836.29393,2994.647482,3222.747604,infected
20200612_104035.jpg,1027.683453,274.658147,1248.690647,445.8019169,infected
20200612_104035.jpg,878.5035971,3090.249201,1574.676259,3456,infected
20200612_104035.jpg,2580.258993,1042.044728,2889.669065,1373.290735,infected
20200612_104042.jpg,2165.870504,931.629393,2469.755396,1174.543131,infected
20200612_104042.jpg,2392.402878,1334.645367,2624.460432,1505.789137,infected
20200612_104042.jpg,1480.748201,2637.546326,2210.071942,2935.667732,infected
20200612_104042.jpg,3431.136691,1472.664537,3773.697842,1665.891374,infected
20200612_104042.jpg,4248.863309,821.2140575,4574.848921,982.6964856,infected
20200612_104055.jpg,2453.179856,16.56230032,2906.244604,258.0958466,infected
20200612_104055.jpg,2668.661871,644.5495208,3022.273381,964.7539936,infected
20200612_104055.jpg,3022.273381,1075.169329,3116.201439,1174.543131,infected
20200612_104055.jpg,1795.683453,2482.964856,2259.798561,2578.198083,infected
20200612_104055.jpg,1254.215827,2567.15655,1685.179856,2776.945687,infected
20200612_104055.jpg,3558.215827,2063.386581,4326.215827,2229.009585,infected
20200612_104045.jpg,121.5539568,2262.134185,911.6546763,2869.41853,infected
20200612_104045.jpg,1850.935252,191.8466454,2105.093525,589.341853,infected
20200612_104044.jpg,2071.942446,605.9041534,2309.52518,870.9009585,infected
20200612_104044.jpg,779.0503597,2190.364217,1425.496403,2643.067093,infected
20200612_104052.jpg,2121.669065,1268.396166,2795.741007,1748.702875,infected
20200612_104052.jpg,2591.309353,1969.533546,2955.971223,2217.968051,infected
20200612_104052.jpg,2989.122302,2355.98722,3116.201439,2444.319489,infected
20200612_104046.jpg,182.3309353,2212.447284,961.381295,2764.523962,infected
20200612_104046.jpg,1845.410072,269.1373802,2154.820144,572.7795527,infected
20200612_104107.jpg,1939.338129,9.661341853,2486.330935,583.8210863,infected
20200612_104112.jpg,1049.784173,1827.373802,2116.143885,2002.658147,infected
20200612_104112.jpg,1259.741007,921.9680511,1640.978417,1075.169329,infected
20200612_104112.jpg,2276.374101,1639.667732,3304.057554,1893.623003,infected
20200612_104112.jpg,2364.776978,2499.527157,2690.76259,2720.357827,infected
20200612_104112.jpg,3933.928058,2190.364217,4127.309353,2383.591054,infected
20200612_104112.jpg,928.2302158,2135.15655,1265.266187,2306.300319,infected
20200612_104154.jpg,1397.870504,1605.162939,1536,1732.140575,infected
20200612_104154.jpg,1745.956835,1627.246006,2176.920863,1881.201278,infected
20200612_104154.jpg,2254.273381,1694.875399,3397.985612,1926.747604,infected
20200612_104153.jpg,1193.438849,1577.559105,1386.820144,1732.140575,infected
20200612_104153.jpg,1558.100719,1605.162939,2016.690647,1881.201278,infected
20200612_104153.jpg,2055.366906,1665.891374,3199.079137,1892.242812,infected
20200612_104114.jpg,1182.388489,1019.961661,1547.05036,1213.188498,infected
20200612_104114.jpg,1309.467626,1875.680511,2331.625899,2184.84345,infected
20200612_104114.jpg,2320.57554,1810.811502,3083.05036,2035.782748,infected
20200612_104114.jpg,812.2014388,2311.821086,1121.611511,2438.798722,infected
20200612_104114.jpg,2077.467626,2720.357827,2469.755396,2957.750799,infected
20200612_104114.jpg,3862.100719,2267.654952,4066.532374,2516.089457,infected
20200612_104217.jpg,1718.330935,2836.29393,2375.827338,3404.932907,infected
20200612_104217.jpg,1337.093525,1533.392971,3005.697842,2300.779553,infected
20200612_104224.jpg,1160.28777,1660.370607,2464.230216,2284.217252,infected
20200612_104224.jpg,1431.021583,2516.089457,1983.539568,2897.022364,infected
20200612_104202.jpg,552.5179856,1660.370607,1016.633094,1848.076677,infected
20200612_104202.jpg,1502.848921,1235.271565,2326.100719,1809.43131,infected
20200612_104202.jpg,1784.633094,1954.351438,3298.532374,2302.159744,infected
20200612_104202.jpg,2624.460432,1389.853035,3497.438849,1605.162939,infected
20200612_104207.jpg,745.8992806,1428.498403,1574.676259,2654.108626,infected
20200612_104207.jpg,1690.705036,1242.172524,2652.086331,2146.198083,infected
20200612_104207.jpg,3392.460432,2361.507987,3701.870504,2858.376997,infected
20200612_104212.jpg,607.7697842,2026.121406,1663.079137,2422.236422,infected
20200612_104212.jpg,1298.417266,2698.27476,1607.827338,2836.29393,infected
20200612_104226.jpg,1127.136691,1881.201278,2447.654676,2460.881789,infected
20200612_104226.jpg,1436.546763,2620.984026,1922.76259,2985.354633,infected
20200612_104239.jpg,2718.388489,1798.389776,2994.647482,1930.888179,infected
20200612_104239.jpg,1237.640288,804.6517572,1464.172662,942.6709265,infected
20200612_104239.jpg,1403.395683,1141.41853,1657.553957,1329.124601,infected
20200612_104239.jpg,889.5539568,2797.648562,1712.805755,3079.207668,infected
20200612_104239.jpg,2563.683453,2041.303514,2718.388489,2179.322684,infected
20200612_104228.jpg,3856.57554,1489.226837,4541.697842,2355.98722,infected
20200612_104228.jpg,0,2102.031949,1254.215827,3046.083067,infected
20200612_104228.jpg,3270.906475,1660.370607,3442.18705,1781.827476,infected
20200612_104252.jpg,3226.705036,351.9488818,3624.517986,760.485623,infected
20200612_104252.jpg,4375.942446,589.341853,4503.021583,732.8817891,infected
20200612_104252.jpg,3735.021583,1400.894569,4591.42446,1919.846645,infected
20200612_104252.jpg,2265.323741,1047.565495,3469.81295,2013.699681,infected
20200612_104252.jpg,44.20143885,2654.108626,1298.417266,3124.753994,infected
20200612_104250.jpg,1839.884892,153.201278,2022.215827,418.1980831,infected
20200612_104250.jpg,1850.935252,1008.920128,2237.697842,1533.392971,infected
20200612_104250.jpg,1618.877698,1837.035144,2055.366906,2195.884984,infected
20200612_104250.jpg,1292.892086,1726.619808,1464.172662,2284.217252,infected
20200612_104250.jpg,2911.769784,1467.14377,3088.57554,1621.72524,infected
20200612_104250.jpg,3348.258993,732.8817891,4608,1157.980831,infected
20200612_104250.jpg,1486.273381,2351.846645,3309.582734,3001.916933,infected
20200612_104250.jpg,1303.942446,2521.610224,1458.647482,2742.440895,infected
20200612_104250.jpg,1088.460432,1941.929712,1193.438849,2008.178914,infected
20200612_104306.jpg,491.7410072,953.7124601,1121.611511,1163.501597,infected
20200612_104306.jpg,790.1007194,1588.600639,1210.014388,1803.910543,infected
20200612_104306.jpg,1160.28777,2063.386581,2088.517986,2367.028754,infected
20200612_104306.jpg,2646.561151,2063.386581,3259.856115,2300.779553,infected
20200612_104306.jpg,3712.920863,2057.865815,4398.043165,2273.175719,infected
20200612_104259.jpg,2265.323741,64.86900958,2392.402878,193.2268371,infected
20200612_104259.jpg,2182.446043,434.7603834,2309.52518,804.6517572,infected
20200612_104259.jpg,2094.043165,1384.332268,2204.546763,1649.329073,infected
20200612_104259.jpg,2232.172662,1323.603834,2414.503597,2096.511182,infected
20200612_104259.jpg,1856.460432,2035.782748,2176.920863,2251.092652,infected
20200612_104259.jpg,1983.539568,1726.619808,2077.467626,1986.095847,infected
20200612_104259.jpg,2635.510791,2869.41853,2889.669065,3244.830671,infected
20200612_104259.jpg,3574.791367,3012.958466,3668.719424,3167.539936,infected
20200612_104259.jpg,3646.618705,2252.472843,4608,2571.297125,infected
20200612_104316.jpg,331.5107914,2113.073482,1464.172662,2389.111821,infected
20200612_104257.jpg,2292.94964,0,2569.208633,274.658147,infected
20200612_104257.jpg,2221.122302,484.4472843,2386.877698,876.4217252,infected
20200612_104257.jpg,2149.294964,1329.124601,2397.928058,1704.536741,infected
20200612_104257.jpg,2265.323741,1842.555911,2486.330935,2140.677316,infected
20200612_104257.jpg,2049.841727,1776.306709,2165.870504,2019.220447,infected
20200612_104257.jpg,2138.244604,2090.990415,2276.374101,2355.98722,infected
20200612_104257.jpg,1928.28777,2090.990415,2033.266187,2245.571885,infected
20200612_104257.jpg,2690.76259,2924.626198,2933.870504,3322.121406,infected
20200612_104257.jpg,3569.266187,3090.249201,3701.870504,3251.731629,infected
20200612_104257.jpg,3657.669065,2318.722045,4608,2655.488818,infected
20200612_104308.jpg,596.7194245,1113.814696,1259.741007,1312.5623,infected
20200612_104308.jpg,966.9064748,1743.182109,1337.093525,1947.450479,infected
20200612_104308.jpg,1342.618705,2129.635783,2265.323741,2482.964856,infected
20200612_104308.jpg,2784.690647,2142.057508,3386.935252,2405.674121,infected
20200612_104308.jpg,3834.47482,2113.073482,4503.021583,2344.945687,infected
20200612_104308.jpg,3663.194245,0,4425.669065,484.4472843,infected
20200612_104322.jpg,397.8129496,164.2428115,674.0719424,777.0479233,infected
20200612_104322.jpg,1563.625899,1124.85623,2591.309353,2030.261981,infected
20200612_104322.jpg,2950.446043,2129.635783,3442.18705,2626.504792,infected
20200612_104319.jpg,364.6618705,2035.782748,1480.748201,2317.341853,infected
20200612_104321.jpg,1596.776978,1031.003195,2596.834532,1859.118211,infected
20200612_104321.jpg,2961.496403,1958.492013,3403.510791,2449.840256,infected
20200612_104321.jpg,524.8920863,136.6389776,768,607.284345,infected
20200612_104317.jpg,430.9640288,2030.261981,1502.848921,2284.217252,infected
20200612_104318.jpg,337.0359712,2068.907348,1591.251799,2313.201278,infected
20200612_104336.jpg,1679.654676,1378.811502,2127.194245,1527.872204,infected
20200612_104336.jpg,2270.848921,1617.584665,3188.028777,1914.325879,infected
20200612_104336.jpg,3265.381295,1864.638978,3712.920863,2118.594249,infected
20200612_104336.jpg,3176.978417,2841.814696,3287.482014,2974.313099,infected
20200612_104336.jpg,3768.172662,3173.060703,4132.834532,3454.619808,infected
20200612_104339.jpg,2674.18705,1334.645367,3033.323741,1897.763578,infected
20200612_104339.jpg,2624.460432,0,2950.446043,142.1597444,infected
20200612_104339.jpg,2768.115108,2019.220447,3027.798561,2427.757188,infected
20200612_104339.jpg,2254.273381,2322.86262,2359.251799,2422.236422,infected
20200612_104339.jpg,2326.100719,2841.814696,2480.805755,3095.769968,infected
20200612_104339.jpg,563.5683453,2245.571885,707.2230216,2355.98722,infected
20200612_104339.jpg,182.3309353,2482.964856,563.5683453,2753.482428,infected
20200612_104339.jpg,254.1582734,970.2747604,624.3453237,1174.543131,infected
20200612_104338.jpg,71.82733813,992.3578275,530.4172662,1307.041534,infected
20200612_104338.jpg,2237.697842,959.2332268,2674.18705,1251.833866,infected
20200612_104338.jpg,2082.992806,2157.239617,2187.971223,2322.86262,infected
20200612_104338.jpg,2464.230216,2847.335463,2674.18705,3305.559105,infected
20200612_104338.jpg,38.67625899,2046.824281,392.2877698,2223.488818,infected
20200612_104346.jpg,16.57553957,125.5974441,436.4892086,545.1757188,infected
20200612_104346.jpg,806.676259,136.6389776,1193.438849,423.7188498,infected
20200612_104346.jpg,453.0647482,1687.974441,828.7769784,1831.514377,infected
20200612_104346.jpg,414.3884892,2593.380192,1176.863309,2957.750799,infected
20200612_104346.jpg,3994.705036,2317.341853,4177.035971,2455.361022,infected
20200612_104348(0).jpg,1215.539568,898.5047923,1861.985612,1169.022364,infected
20200612_104348(0).jpg,1801.208633,2775.565495,2436.604317,3073.686901,infected
20200612_104350.jpg,1033.208633,859.8594249,1712.805755,1135.897764,infected
20200612_104350.jpg,1933.81295,771.5271565,2304,959.2332268,infected
20200612_104350.jpg,2994.647482,1152.460064,3121.726619,1296,infected
20200612_104350.jpg,1712.805755,2598.900958,2569.208633,3051.603834,infected
20200612_104350(0).jpg,1707.280576,2736.920128,2298.47482,3029.520767,infected
20200612_104350(0).jpg,1066.359712,837.7763578,1729.381295,1135.897764,infected
20200612_104350(0).jpg,1944.863309,732.8817891,2248.748201,937.1501597,infected
20200612_104349.jpg,1187.913669,933.0095847,1889.611511,1180.063898,infected
20200612_104349.jpg,2060.892086,766.0063898,2375.827338,975.7955272,infected
20200612_104349.jpg,3132.776978,1229.750799,3226.705036,1362.249201,infected
20200612_104349.jpg,1873.035971,2068.907348,2094.043165,2168.28115,infected
20200612_104349.jpg,2547.107914,2659.629393,2635.510791,2714.837061,infected
20200612_104349.jpg,1784.633094,2808.690096,2420.028777,3079.207668,infected
20200612_104350(1).jpg,1022.158273,859.8594249,1668.604317,1130.376997,infected
20200612_104350(1).jpg,1994.589928,788.0894569,2226.647482,920.5878594,infected
20200612_104350(1).jpg,1757.007194,2052.345048,1972.489209,2140.677316,infected
20200612_104350(1).jpg,1723.856115,2781.086262,2298.47482,3079.207668,infected
20200612_104350(1).jpg,2994.647482,1163.501597,3116.201439,1307.041534,infected
20200612_104348.jpg,1265.266187,810.172524,1878.561151,1075.169329,infected
20200612_104348.jpg,2105.093525,727.3610224,2397.928058,909.5463259,infected
20200612_104348.jpg,1801.208633,1980.57508,2160.345324,2063.386581,infected
20200612_104348.jpg,1773.582734,2543.693291,2801.266187,2930.146965,infected
20200612_104405(0).jpg,1303.942446,839.1565495,2740.489209,1003.399361,infected
20200612_104405(0).jpg,1884.086331,1296,2536.057554,1715.578275,infected
20200612_104405(0).jpg,3248.805755,1632.766773,3933.928058,1980.57508,infected
20200612_104405(0).jpg,2392.402878,2113.073482,3293.007194,3456,infected
20200612_104403.jpg,1088.460432,822.5942492,2779.165468,1075.169329,infected
20200612_104403.jpg,1906.18705,1273.916933,2773.640288,1765.265176,infected
20200612_104403.jpg,2292.94964,2124.115016,3370.359712,3456,infected
20200612_104403.jpg,3293.007194,1638.28754,4083.107914,2052.345048,infected
20200612_104353.jpg,486.2158273,655.5910543,729.323741,782.5686901,infected
20200612_104353.jpg,629.8705036,362.9904153,1519.42446,721.8402556,infected
20200612_104353.jpg,2071.942446,451.3226837,2337.151079,672.1533546,infected
20200612_104353.jpg,2403.453237,462.3642173,2828.892086,743.9233227,infected
20200612_104353.jpg,3005.697842,650.0702875,3320.633094,749.4440895,infected
20200612_104353.jpg,2950.446043,1196.626198,3226.705036,1312.5623,infected
20200612_104353.jpg,1867.510791,1908.805112,2127.194245,2052.345048,infected
20200612_104353.jpg,1204.489209,2136.536741,1762.532374,2396.01278,infected
20200612_104352.jpg,2055.366906,374.0319489,2779.165468,655.5910543,infected
20200612_104352.jpg,1182.388489,2103.412141,1712.805755,2340.805112,infected
20200612_104352.jpg,475.1654676,644.5495208,674.0719424,721.8402556,infected
20200612_104352.jpg,2955.971223,1157.980831,3221.179856,1284.958466,infected
20200612_104352.jpg,1845.410072,1864.638978,2116.143885,2019.220447,infected
20200612_104352.jpg,585.6690647,302.2619808,1480.748201,650.0702875,infected
20200612_104404.jpg,3265.381295,1577.559105,4066.532374,2013.699681,infected
20200612_104404.jpg,2475.280576,2090.990415,3364.834532,3456,infected
20200612_104404.jpg,1082.935252,850.1980831,2729.438849,1042.044728,infected
20200612_104404.jpg,1966.964029,1284.958466,2624.460432,1726.619808,infected
20200612_104407.jpg,1469.697842,1291.859425,2536.057554,1489.226837,infected
20200612_104407.jpg,1839.884892,1743.182109,2491.856115,2179.322684,infected
20200612_104407.jpg,2696.28777,2538.172524,3210.129496,3456,infected
20200612_104408.jpg,1320.517986,1649.329073,2210.071942,1798.389776,infected
20200612_104408.jpg,1607.827338,2030.261981,2204.546763,2433.277955,infected
20200612_104408.jpg,2237.697842,2637.546326,2757.064748,3456,infected
20200612_104408.jpg,2701.81295,2422.236422,2944.920863,2598.900958,infected
20200612_104407(0).jpg,1055.309353,1545.814696,2508.431655,1715.578275,infected
20200612_104407(0).jpg,1663.079137,1947.450479,2331.625899,2355.98722,infected
20200612_104407(0).jpg,2342.676259,2654.108626,2862.043165,3456,infected
20200612_104406.jpg,2740.489209,2090.990415,3287.482014,2997.776358,infected
20200612_104406.jpg,2563.683453,3035.041534,2884.143885,3456,infected
20200612_104406.jpg,1889.611511,1445.060703,2536.057554,1903.284345,infected
20200612_104406.jpg,1221.064748,1004.779553,2646.561151,1196.626198,infected
20200612_104405.jpg,1276.316547,839.1565495,2707.338129,1019.961661,infected
20200612_104405.jpg,1939.338129,1307.041534,2668.661871,1715.578275,infected
20200612_104405.jpg,2425.553957,2620.984026,3027.798561,3456,infected
20200612_104405.jpg,2801.266187,2107.552716,3304.057554,2604.421725,infected
20200612_104405.jpg,3270.906475,1676.932907,3873.151079,2052.345048,infected
20200612_104415.jpg,1259.741007,1672.792332,3326.158273,1892.242812,infected
20200612_104415.jpg,2618.935252,2212.447284,3259.856115,2847.335463,infected
20200612_104412.jpg,1049.784173,881.942492,2906.244604,1169.022364,infected
20200612_104412.jpg,2171.395683,1494.747604,2867.568345,2068.907348,infected
20200612_104412.jpg,3375.884892,2466.402556,3624.517986,3456,infected
20200612_104413.jpg,2237.697842,970.2747604,2779.165468,2985.354633,infected
20200612_104409.jpg,1668.604317,734.2619808,2547.107914,883.3226837,infected
20200612_104409.jpg,1961.438849,1091.731629,2447.654676,1434.019169,infected
20200612_104409.jpg,2475.280576,2169.661342,2873.093525,2449.840256,infected
20200612_104409.jpg,2602.359712,1765.265176,3038.848921,2151.71885,infected
20200612_104409.jpg,2121.669065,2494.00639,2585.784173,3090.249201,infected
20200612_104412(0).jpg,917.1798561,955.0926518,2850.992806,1224.230032,infected
20200612_104412(0).jpg,2154.820144,1511.309904,2806.791367,2085.469649,infected
20200612_104412(0).jpg,3315.107914,2471.923323,3547.165468,3456,infected
20200612_104420.jpg,1259.741007,1036.523962,2850.992806,1273.916933,infected
20200612_104420.jpg,2315.05036,1516.830671,2867.568345,2041.303514,infected
20200612_104420.jpg,3469.81295,2534.031949,3746.071942,3438.057508,infected
20200612_104417.jpg,2502.906475,1881.201278,3188.028777,2494.00639,infected
20200612_104417.jpg,1309.467626,1319.463259,3237.755396,1560.996805,infected
20200612_104417.jpg,3801.323741,2869.41853,4105.208633,3456,infected
20200612_104418.jpg,2392.402878,1251.833866,3138.302158,1825.99361,infected
20200612_104418.jpg,1414.446043,699.7571885,3221.179856,964.7539936,infected
20200612_104418.jpg,3618.992806,2328.383387,3895.251799,3438.057508,infected
20200612_104419(0).jpg,1342.618705,992.3578275,2994.647482,1196.626198,infected
20200612_104419(0).jpg,2315.05036,1505.789137,2972.546763,2024.741214,infected
20200612_104419(0).jpg,3491.913669,2494.00639,3790.273381,3456,infected
20200612_104419.jpg,1414.446043,844.6773163,3066.47482,1075.169329,infected
20200612_104419.jpg,2425.553957,1450.58147,3049.899281,1875.680511,infected
20200612_104419.jpg,3558.215827,2396.01278,3840,3456,infected
20200612_104421.jpg,3712.920863,3222.747604,3884.201439,3456,infected
20200612_104421.jpg,2237.697842,2311.821086,2933.870504,3001.916933,infected
20200612_104421.jpg,1298.417266,1783.207668,3176.978417,1975.054313,infected
20200612_104422(0).jpg,1093.985612,1468.523962,2806.791367,1682.453674,infected
20200612_104422(0).jpg,1939.338129,2041.303514,2536.057554,2632.025559,infected
20200612_104422(0).jpg,3259.856115,2946.709265,3508.489209,3456,infected
20200612_104423(0).jpg,11.05035971,931.629393,640.9208633,1108.29393,infected
20200612_104423(0).jpg,707.2230216,898.5047923,2403.453237,1240.792332,infected
20200612_104423(0).jpg,1403.395683,1527.872204,2215.597122,2223.488818,infected
20200612_104423(0).jpg,2878.618705,2659.629393,3132.776978,3449.099042,infected
20200612_104422.jpg,2060.892086,2168.28115,2734.964029,2792.127796,infected
20200612_104422.jpg,3453.23741,3106.811502,3712.920863,3456,infected
20200612_104422.jpg,1276.316547,1610.683706,2900.719424,1803.910543,infected
20200612_104423.jpg,0,920.5878594,613.294964,1102.773163,infected
20200612_104423.jpg,663.0215827,887.4632588,2210.071942,1202.146965,infected
20200612_104423.jpg,1403.395683,1555.476038,2176.920863,2118.594249,infected
20200612_104423.jpg,2845.467626,2620.984026,3121.726619,3456,infected
20200612_104427.jpg,1784.633094,2808.690096,2806.791367,3449.099042,infected
20200612_104427.jpg,734.8489209,2229.009585,2862.043165,2466.402556,infected
20200612_104425.jpg,82.87769784,1175.923323,2442.129496,1439.539936,infected
20200612_104425.jpg,1569.151079,1721.099042,2375.827338,2400.153355,infected
20200612_104425.jpg,2994.647482,2759.003195,3270.906475,3456,infected
20200612_104426.jpg,558.0431655,2151.71885,2944.920863,2433.277955,infected
20200612_104426.jpg,1779.107914,2797.648562,2862.043165,3456,infected
20200612_104424(0).jpg,82.87769784,1037.904153,2248.748201,1301.520767,infected
20200612_104424(0).jpg,1453.122302,1649.329073,2182.446043,2284.217252,infected
20200612_104424(0).jpg,2933.870504,2709.316294,3176.978417,3456,infected
20200612_104424.jpg,375.7122302,883.3226837,2292.94964,1180.063898,infected
20200612_104424.jpg,1403.395683,1467.14377,2292.94964,2157.239617,infected
20200612_104424.jpg,2895.194245,2604.421725,3154.877698,3456,infected
20200612_104431.jpg,0,523.0926518,1762.532374,975.7955272,infected
20200612_104431.jpg,1950.388489,772.9073482,2381.352518,1025.482428,infected
20200612_104431.jpg,2806.791367,1031.003195,4094.158273,1748.702875,infected
